order_id,order_date,dispatch_date,delivery_date,seller_id,product_category,price,quantity,warehouse_zone,customer_rating,review_text,sentiment_score,return_flag,complaint_code,delivery_method,customer_region,sentiment_label,delivery_delay,review_length,duplicate_review,suspicious_review,return_rate,average_rating,complaint_rate,avg_delay,seller_risk_score
O00047,2025-04-21,2025-04-23,2025-04-23,S039,Home & Living,445.01,4.0,Accra,2.0,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Express,Ashanti,Negative,0,45,True,True,0.13333333333333333,3.1333333333333333,1.0,3.3333333333333335,0.46403030303030296
O00048,2025-04-13,2025-04-13,2025-04-15,S041,Health,307.15,3.0,Lagos,5.0,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,North Central,Negative,2,40,True,True,0.043478260869565216,3.652173913043478,1.0,4.869565217391305,0.4222529644268775
O00049,2025-06-04,2025-06-05,2025-06-06,S016,Health,149.12,2.0,Accra,4.0,Low quality. Would not recommend at all.,0.0,No,No Complaint,Standard,North Central,Neutral,1,40,True,True,0.041666666666666664,3.0416666666666665,1.0,4.666666666666667,0.43924242424242427
O00050,2025-05-27,2025-05-30,2025-05-30,S047,Fashion,329.46,1.0,Accra,1.0,"Just received it, will see how it performs over time.",0.0,No,No Complaint,Standard,Volta,Neutral,0,53,True,True,0.0,3.4,1.0,3.7333333333333334,0.4107272727272727
O00051,2025-05-19,2025-05-21,2025-05-21,S027,Health,97.62,4.0,Lagos,3.0,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,North Central,Negative,0,40,True,True,0.0,3.380952380952381,1.0,5.0,0.41561688311688305
O00052,2025-05-29,2025-05-31,2025-06-05,S049,Toys,275.84,3.0,Lagos,3.0,Superb service and product. Will buy again.,1.0,No,No Complaint,Express,North Central,Positive,5,43,True,True,0.0,3.3666666666666667,1.0,4.733333333333333,0.4151363636363636
O00053,2025-05-03,2025-05-07,2025-05-09,S048,Home & Living,129.55,2.0,Lagos,5.0,Terrible experience. Product was broken.,-0.7,No,No Complaint,Pickup,Volta,Negative,2,40,True,True,0.041666666666666664,3.1666666666666665,1.0,4.083333333333333,0.43350378787878785
O00054,2025-05-14,2025-05-07,2025-05-18,S030,Home & Living,319.26,2.0,Kumasi,4.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,South East,Positive,11,57,True,True,0.04,3.24,1.0,4.44,0.4319363636363636
O00055,2025-06-09,2025-05-07,2025-06-14,S001,Groceries,251.33,1.0,Lagos,4.0,Superb service and product. Will buy again.,1.0,No,No Complaint,Standard,South East,Positive,38,43,True,True,0.0,3.2777777777777777,1.0,6.722222222222222,0.4245833333333333
O00056,2025-06-16,2025-05-07,2025-06-20,S006,Groceries,386.59,4.0,Lagos,5.0,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Pickup,North Central,Positive,44,52,True,True,0.0,3.4761904761904763,1.0,7.571428571428571,0.42152597402597397
O00057,2025-04-14,2025-05-07,2025-04-18,S014,Electronics,376.38,1.0,Kano,4.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,Volta,Positive,-19,57,True,True,0.04,3.48,1.0,3.2,0.42050909090909094
O00058,2025-04-16,2025-04-16,2025-04-19,S036,Toys,290.42,4.0,Lagos,3.0,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,Greater Accra,Negative,3,36,True,True,0.11764705882352941,3.7058823529411766,1.0,4.764705882352941,0.4462433155080214
O00059,2025-06-23,2025-06-23,2025-06-25,S028,Home & Living,198.7,3.0,Kumasi,2.0,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,South West,Positive,2,50,True,True,0.0,3.4545454545454546,1.0,3.8181818181818183,0.4093801652892562
O00060,2025-06-16,2025-06-18,2025-06-25,S001,Fashion,468.72,2.0,Unknown,1.0,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,Ashanti,Negative,7,46,True,True,0.0,3.2777777777777777,1.0,6.722222222222222,0.4245833333333333
O00061,2025-04-16,2025-04-17,2025-04-26,S023,Groceries,338.86,3.0,Unknown,5.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,Greater Accra,Positive,9,57,True,True,0.0,3.2941176470588234,1.0,5.352941176470588,0.4194251336898395
O00062,2025-05-30,2025-05-30,2025-06-04,S038,Groceries,372.98,1.0,Unknown,3.0,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,Volta,Negative,5,45,True,True,0.0,3.5,1.0,4.333333333333333,0.40977272727272723
O00063,2025-06-21,2025-06-22,2025-06-24,S005,Toys,153.86,3.0,Accra,3.0,Low quality. Would not recommend at all.,0.0,No,No Complaint,Express,South East,Neutral,2,40,True,True,0.037037037037037035,3.3333333333333335,1.0,5.222222222222222,0.43076599326599324
O00064,2025-05-20,2025-05-21,2025-05-27,S045,Groceries,309.64,4.0,Accra,4.0,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,Ashanti,Negative,6,46,True,True,0.0,3.4545454545454546,1.0,5.454545454545454,0.4149586776859504
O00065,2025-05-02,2025-05-05,2025-05-07,S007,Electronics,401.16,1.0,Lagos,3.0,"Just received it, will see how it performs over time.",0.0,No,No Complaint,Pickup,Ashanti,Neutral,2,53,True,True,0.0,3.65,1.0,5.6,0.40959090909090906
O00066,2025-06-20,2025-06-22,2025-06-30,S031,Home & Living,194.04,2.0,Lagos,2.0,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,South West,Positive,8,34,True,True,0.0,3.611111111111111,1.0,3.888888888888889,0.4049242424242424
O00067,2025-04-16,2025-04-16,2025-04-19,S008,Fashion,421.08,2.0,Kano,1.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,Volta,Negative,3,42,True,True,0.0,3.35,1.0,4.3,0.41415909090909087
O00068,2025-05-04,2025-05-04,2025-05-11,S049,Fashion,273.17,1.0,Kumasi,4.0,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,Greater Accra,Positive,7,34,True,True,0.0,3.3666666666666667,1.0,4.733333333333333,0.4151363636363636
O00069,2025-06-10,2025-06-13,2025-06-18,S025,Electronics,115.75,1.0,Lagos,1.0,Item arrived in perfect condition and works well.,1.0,No,No Complaint,Standard,Volta,Positive,5,49,True,True,0.1,3.05,1.0,5.1,0.4608863636363636
O00070,2025-05-04,2025-05-07,2025-05-08,S038,Toys,274.91,3.0,Kumasi,4.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,Greater Accra,Negative,1,42,True,True,0.0,3.5,1.0,4.333333333333333,0.40977272727272723
O00071,2025-06-07,2025-06-09,2025-06-18,S040,Electronics,168.25,1.0,Kano,1.0,Terrible experience. Product was broken.,-0.7,Yes,Wrong Color,Express,Greater Accra,Negative,9,40,True,True,0.125,3.125,1.0,3.0,0.4602272727272727
O00072,2025-04-27,2025-04-27,2025-05-01,S012,Home & Living,481.7,3.0,Accra,1.0,Low quality. Would not recommend at all.,0.0,No,No Complaint,Standard,Ashanti,Neutral,4,40,True,True,0.0,2.8837421354974015,1.0,4.318181818181818,0.4282088103152432
O00073,2025-04-20,2025-04-20,2025-04-27,S035,Health,226.75,4.0,Kumasi,5.0,Arrived late and the item looks used.,-0.3,No,No Complaint,Express,Volta,Negative,7,37,True,True,0.0,3.0869565217391304,1.0,3.260869565217391,0.4185079051383399
O00074,2025-04-15,2025-04-19,2025-04-24,S046,Health,322.75,1.0,Accra,4.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,South West,Negative,5,42,True,True,0.058823529411764705,3.4705882352941178,1.0,3.9411764705882355,0.42990641711229943
O00075,2025-04-10,2025-04-12,2025-04-16,S002,Groceries,33.38,2.0,Accra,2.0,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,Greater Accra,Negative,4,45,True,True,0.0,3.6666666666666665,1.0,4.0476190476190474,0.4037987012987013
O00076,2025-05-08,2025-05-08,2025-05-11,S004,Home & Living,54.98,3.0,Lagos,2.0,Very disappointed. Not what was shown online.,-0.975,Yes,Broken Item,Pickup,South East,Negative,3,45,True,True,0.07692307692307693,3.6923076923076925,1.0,2.8461538461538463,0.42585664335664336
O00077,2025-05-26,2025-05-29,2025-05-29,S024,Toys,384.05,1.0,Accra,4.0,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,North Central,Positive,0,57,True,True,0.05263157894736842,3.526315789473684,1.0,4.421052631578948,0.42770334928229664
O00078,2025-04-19,2025-04-20,2025-04-25,S043,Health,328.39,2.0,Accra,4.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,South East,Negative,5,42,True,True,0.0,3.9444444444444446,1.0,3.7222222222222223,0.3943560606060606
O00079,2025-06-06,2025-06-07,2025-06-16,S036,Home & Living,32.2,3.0,Kano,5.0,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,North Central,Positive,9,52,True,True,0.11764705882352941,3.7058823529411766,1.0,4.764705882352941,0.4462433155080214
O00080,2025-05-19,2025-05-23,2025-05-26,S030,Electronics,255.51,4.0,Kumasi,4.0,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,South East,Positive,3,34,True,True,0.04,3.24,1.0,4.44,0.4319363636363636
O00081,2025-06-24,2025-06-24,2025-06-27,S028,Groceries,472.51,2.0,Accra,4.0,"Just received it, will see how it performs over time.",0.0,No,No Complaint,Standard,Volta,Neutral,3,53,True,True,0.0,3.4545454545454546,1.0,3.8181818181818183,0.4093801652892562
O00082,2025-06-04,2025-06-04,2025-06-04,S042,Electronics,200.2,4.0,Kano,5.0,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,North Central,Negative,0,36,True,True,0.0,3.238095238095238,1.0,4.333333333333333,0.4176298701298701
O00083,2025-06-04,2025-05-29,2025-05-29,S004,Home & Living,412.11,4.0,Lagos,5.0,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,North Central,Negative,0,46,True,True,0.07692307692307693,3.6923076923076925,1.0,2.8461538461538463,0.42585664335664336
O00084,2025-06-04,2025-04-24,2025-04-25,S014,Electronics,453.62,4.0,Kumasi,1.0,Item arrived in perfect condition and works well.,1.0,No,No Complaint,Express,Volta,Positive,1,49,True,True,0.04,3.48,1.0,3.2,0.42050909090909094
O00085,2025-06-04,2025-04-17,2025-04-26,S010,Electronics,174.91,2.0,Kumasi,4.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Volta,Negative,9,42,True,True,0.0,3.4482758620689653,1.0,5.9655172413793105,0.41688871473354233
O00086,2025-04-28,2025-04-28,2025-05-04,S004,Health,176.91,3.0,Lagos,2.0,Item arrived in perfect condition and works well.,1.0,No,No Complaint,Express,Greater Accra,Positive,6,49,True,True,0.07692307692307693,3.6923076923076925,1.0,2.8461538461538463,0.42585664335664336
O00087,2025-04-30,2025-05-03,2025-05-11,S006,Health,318.18,1.0,Lagos,5.0,"Just received it, will see how it performs over time.",0.0,No,No Complaint,Pickup,North Central,Neutral,8,53,True,True,0.0,3.4761904761904763,1.0,7.571428571428571,0.42152597402597397
O00088,2025-05-20,2025-05-24,2025-06-01,S024,Electronics,148.2,2.0,Lagos,4.0,Item arrived in perfect condition and works well.,1.0,No,No Complaint,Express,Volta,Positive,8,49,True,True,0.05263157894736842,3.526315789473684,1.0,4.421052631578948,0.42770334928229664
O00089,2025-05-12,2025-05-15,2025-05-16,S048,Toys,292.2,3.0,Lagos,3.0,Terrible experience. Product was broken.,-0.7,No,No Complaint,Pickup,North Central,Negative,1,40,True,True,0.041666666666666664,3.1666666666666665,1.0,4.083333333333333,0.43350378787878785
O00090,2025-04-11,2025-04-15,2025-04-15,S008,Toys,294.47,3.0,Kano,4.0,"Just received it, will see how it performs over time.",0.0,No,No Complaint,Pickup,South East,Neutral,0,53,True,True,0.0,3.35,1.0,4.3,0.41415909090909087
O00091,2025-06-12,2025-06-12,2025-06-12,S002,Fashion,372.56,3.0,Kumasi,4.0,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,Greater Accra,Negative,0,40,True,True,0.0,3.6666666666666665,1.0,4.0476190476190474,0.4037987012987013
O00092,2025-05-01,2025-05-05,2025-05-07,S013,Toys,253.31,1.0,Kano,3.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South West,Negative,2,42,True,True,0.05,3.5,1.0,5.0,0.4295454545454545
O00093,2025-06-17,2025-06-19,2025-06-27,S019,Toys,15.31,1.0,Kumasi,3.0,"Just received it, will see how it performs over time.",0.0,No,No Complaint,Standard,South East,Neutral,8,53,True,True,0.045454545454545456,3.272727272727273,1.0,5.909090909090909,0.4378719008264463
O00094,2025-04-11,2025-04-14,2025-04-16,S013,Groceries,475.53,4.0,Kumasi,4.0,Low quality. Would not recommend at all.,0.0,No,No Complaint,Pickup,North Central,Neutral,2,40,True,True,0.05,3.5,1.0,5.0,0.4295454545454545
O00095,2025-04-19,2025-04-21,2025-04-29,S015,Groceries,50.81,1.0,Kano,4.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,Greater Accra,Negative,8,42,True,True,0.0,3.823529411764706,1.0,4.176470588235294,0.3995320855614973
O00096,2025-05-28,2025-05-28,2025-06-03,S030,Health,114.24,1.0,Kumasi,1.0,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,Volta,Negative,6,36,True,True,0.04,3.24,1.0,4.44,0.4319363636363636
O00097,2025-06-16,2025-06-17,2025-06-21,S041,Fashion,38.2,3.0,Kumasi,4.0,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,Greater Accra,Negative,4,40,True,True,0.043478260869565216,3.652173913043478,1.0,4.869565217391305,0.4222529644268775
O00098,2025-05-29,2025-05-30,2025-06-07,S046,Groceries,277.5,3.0,Kumasi,4.0,Low quality. Would not recommend at all.,0.0,No,No Complaint,Pickup,South East,Neutral,8,40,True,True,0.058823529411764705,3.4705882352941178,1.0,3.9411764705882355,0.42990641711229943
O00099,2025-06-07,2025-06-11,2025-06-18,S007,Groceries,312.93,1.0,Kumasi,1.0,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,North Central,Positive,7,57,True,True,0.0,3.65,1.0,5.6,0.40959090909090906
O00100,2025-06-03,2025-06-07,2025-06-11,S003,Home & Living,356.06,1.0,Lagos,3.0,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,Greater Accra,Positive,4,57,True,True,0.0,3.4210526315789473,1.0,4.684210526315789,0.4133373205741626
O00101,2025-05-01,2025-05-01,2025-05-06,S015,Toys,294.84,1.0,Kano,5.0,"Just received it, will see how it performs over time.",0.0,No,No Complaint,Pickup,Ashanti,Neutral,5,53,True,True,0.0,3.823529411764706,1.0,4.176470588235294,0.3995320855614973
O00102,2025-04-27,2025-05-01,2025-05-04,S033,Home & Living,474.15,1.0,Kano,3.0,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Express,Greater Accra,Negative,3,45,True,True,0.041666666666666664,3.1666666666666665,1.0,5.208333333333333,0.43733901515151513
